match_id,date,stage,group,home_team,away_team,home_score,away_score,status,winner,venue,venue_city,venue_country,total_goals,is_draw,is_high_scoring
537354,2026-06-21,GROUP_STAGE,GROUP_E,Ecuador,Curaçao,0.0,0.0,FINISHED,DRAW,,,Unknown,0.0,True,False
537360,2026-06-21,GROUP_STAGE,GROUP_F,Tunisia,Japan,0.0,4.0,FINISHED,AWAY_TEAM,,,Unknown,4.0,False,True
537371,2026-06-21,GROUP_STAGE,GROUP_H,Spain,Saudi Arabia,4.0,0.0,FINISHED,HOME_TEAM,,,Unknown,4.0,False,True
537365,2026-06-21,GROUP_STAGE,GROUP_G,Belgium,Iran,0.0,0.0,FINISHED,DRAW,,,Unknown,0.0,True,False
537372,2026-06-21,GROUP_STAGE,GROUP_H,Uruguay,Cape Verde Islands,2.0,2.0,FINISHED,DRAW,,,Unknown,4.0,True,True
537366,2026-06-22,GROUP_STAGE,GROUP_G,New Zealand,Egypt,1.0,3.0,FINISHED,AWAY_TEAM,,,Unknown,4.0,False,True
537399,2026-06-22,GROUP_STAGE,GROUP_J,Argentina,Austria,2.0,0.0,FINISHED,HOME_TEAM,,,Unknown,2.0,False,False
537393,2026-06-22,GROUP_STAGE,GROUP_I,France,Iraq,3.0,0.0,FINISHED,HOME_TEAM,,,Unknown,3.0,False,False
537394,2026-06-23,GROUP_STAGE,GROUP_I,Norway,Senegal,3.0,2.0,FINISHED,HOME_TEAM,,,Unknown,5.0,False,True
537400,2026-06-23,GROUP_STAGE,GROUP_J,Jordan,Algeria,1.0,2.0,FINISHED,AWAY_TEAM,,,Unknown,3.0,False,False
537405,2026-06-23,GROUP_STAGE,GROUP_K,Portugal,Uzbekistan,5.0,0.0,FINISHED,HOME_TEAM,,,Unknown,5.0,False,True
537411,2026-06-23,GROUP_STAGE,GROUP_L,England,Ghana,0.0,0.0,FINISHED,DRAW,,,Unknown,0.0,True,False
537412,2026-06-23,GROUP_STAGE,GROUP_L,Panama,Croatia,0.0,1.0,FINISHED,AWAY_TEAM,,,Unknown,1.0,False,False
537406,2026-06-24,GROUP_STAGE,GROUP_K,Colombia,Congo DR,1.0,0.0,FINISHED,HOME_TEAM,,,Unknown,1.0,False,False
537337,2026-06-24,GROUP_STAGE,GROUP_B,Switzerland,Canada,2.0,1.0,FINISHED,HOME_TEAM,,,Unknown,3.0,False,False
537338,2026-06-24,GROUP_STAGE,GROUP_B,Bosnia-Herzegovina,Qatar,3.0,1.0,FINISHED,HOME_TEAM,,,Unknown,4.0,False,True
537344,2026-06-24,GROUP_STAGE,GROUP_C,Morocco,Haiti,4.0,2.0,FINISHED,HOME_TEAM,,,Unknown,6.0,False,True
537343,2026-06-24,GROUP_STAGE,GROUP_C,Scotland,Brazil,0.0,3.0,FINISHED,AWAY_TEAM,,,Unknown,3.0,False,False
537331,2026-06-25,GROUP_STAGE,GROUP_A,Czechia,Mexico,0.0,3.0,FINISHED,AWAY_TEAM,,,Unknown,3.0,False,False
537332,2026-06-25,GROUP_STAGE,GROUP_A,South Africa,South Korea,1.0,0.0,FINISHED,HOME_TEAM,,,Unknown,1.0,False,False
537355,2026-06-25,GROUP_STAGE,GROUP_E,Ecuador,Germany,2.0,1.0,FINISHED,HOME_TEAM,,,Unknown,3.0,False,False
537356,2026-06-25,GROUP_STAGE,GROUP_E,Curaçao,Ivory Coast,0.0,2.0,FINISHED,AWAY_TEAM,,,Unknown,2.0,False,False
537361,2026-06-25,GROUP_STAGE,GROUP_F,Tunisia,Netherlands,1.0,3.0,FINISHED,AWAY_TEAM,,,Unknown,4.0,False,True
537362,2026-06-25,GROUP_STAGE,GROUP_F,Japan,Sweden,1.0,1.0,FINISHED,DRAW,,,Unknown,2.0,True,False
537349,2026-06-26,GROUP_STAGE,GROUP_D,Turkey,United States,3.0,2.0,FINISHED,HOME_TEAM,,,Unknown,5.0,False,True
537350,2026-06-26,GROUP_STAGE,GROUP_D,Paraguay,Australia,0.0,0.0,FINISHED,DRAW,,,Unknown,0.0,True,False
537395,2026-06-26,GROUP_STAGE,GROUP_I,Norway,France,1.0,4.0,FINISHED,AWAY_TEAM,,,Unknown,5.0,False,True
537396,2026-06-26,GROUP_STAGE,GROUP_I,Senegal,Iraq,5.0,0.0,FINISHED,HOME_TEAM,,,Unknown,5.0,False,True
537373,2026-06-27,GROUP_STAGE,GROUP_H,Uruguay,Spain,0.0,1.0,FINISHED,AWAY_TEAM,,,Unknown,1.0,False,False
537374,2026-06-27,GROUP_STAGE,GROUP_H,Cape Verde Islands,Saudi Arabia,0.0,0.0,FINISHED,DRAW,,,Unknown,0.0,True,False
537367,2026-06-27,GROUP_STAGE,GROUP_G,New Zealand,Belgium,1.0,5.0,FINISHED,AWAY_TEAM,,,Unknown,6.0,False,True
537368,2026-06-27,GROUP_STAGE,GROUP_G,Egypt,Iran,1.0,1.0,FINISHED,DRAW,,,Unknown,2.0,True,False
537413,2026-06-27,GROUP_STAGE,GROUP_L,Panama,England,0.0,2.0,FINISHED,AWAY_TEAM,,,Unknown,2.0,False,False
537414,2026-06-27,GROUP_STAGE,GROUP_L,Croatia,Ghana,2.0,1.0,FINISHED,HOME_TEAM,,,Unknown,3.0,False,False
537407,2026-06-27,GROUP_STAGE,GROUP_K,Colombia,Portugal,0.0,0.0,FINISHED,DRAW,,,Unknown,0.0,True,False
537408,2026-06-27,GROUP_STAGE,GROUP_K,Congo DR,Uzbekistan,3.0,1.0,FINISHED,HOME_TEAM,,,Unknown,4.0,False,True
537401,2026-06-28,GROUP_STAGE,GROUP_J,Jordan,Argentina,1.0,3.0,FINISHED,AWAY_TEAM,,,Unknown,4.0,False,True
537402,2026-06-28,GROUP_STAGE,GROUP_J,Algeria,Austria,3.0,3.0,FINISHED,DRAW,,,Unknown,6.0,True,True
